gateway,gateway_document_number,gateway_name
WUDI PAY CORRESPONDENTE DE INSTITUICAO FINANCEIRA LTDA | 18490448000104,18490448000104,WUDI PAY CORRESPONDENTE DE INSTITUICAO FINANCEIRA LTDA
SECURELINK CONSULTORIA FINANCEIRA LTDA | 0f31d6a8-959c-4066-aeb8-a6261cb2259a,53733396000142,SECURELINK CONSULTORIA FINANCEIRA LTDA
BALTS TRANSFER GAMES PARTICIPACOES | f75f96dd-be5a-4e02-ae75-2b08e8ff4841,49458283000109,BALTS TRANSFER GAMES PARTICIPACOES
Okto Tech Ltda. | e6a869b0-9bf8-48f5-b53b-ab616a8b3068,51583189000123,Okto Tech Ltda.
ZLIN PAY LTDA | 9a014845-52f8-4715-8682-e7552ed8d787,33678305000106,ZLIN PAY LTDA
STARSPAY EFX FACILITADORA E SERVICOS FINANCEIROS LTDA | d686adf9-99bf-4dae-87b2-001ead3419a9,16944045000154,STARSPAY EFX FACILITADORA E SERVICOS FINANCEIROS LTDA
RMT Invest e Tecnologia LTDA | 57370980000131,57370980000131,RMT Invest e Tecnologia LTDA
VOLUTI GESTAO FINANCEIRA - LTDA | 8c99e4ac-9fc1-4ce0-b57a-d4ea424a9a9b,30385259000169,VOLUTI GESTAO FINANCEIRA - LTDA
okto tech ltda. | e44a5a47-4f37-494f-9888-3d09782f7a7d,51583189000123,okto tech ltda.
ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA | 4b106dc0-f04e-45cc-b597-78d3ac659a5b,22443203000195,ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA
WE PAY OUT SERVIÇOS DE PAGAMEN | 7d08f711-0343-44c6-96b4-5a23960ff7a8,32708748000130,WE PAY OUT SERVIÇOS DE PAGAMEN
HKPPAY PAGAMENTOS E COBRANCAS LTDA | 3ffea645-2c94-4a7f-b569-c73a85969738,55527975000164,HKPPAY PAGAMENTOS E COBRANCAS LTDA
LOGAME DO BRASIL LTDA | 5068a825-368e-435f-a8ba-040040cc4e0d,56349116000195,LOGAME DO BRASIL LTDA
HKPPAY PAGAMENTOS E COBRANCAS LTDA | 3abe31f0-fce5-4004-89fe-8a217b285e82,55527975000164,HKPPAY PAGAMENTOS E COBRANCAS LTDA
SAFEPAG PAGAMENTOS SA | dc4d01ab-61ea-4d19-a736-49e2303bec07,31944425000182,SAFEPAG PAGAMENTOS SA
BLISS PAGAMENTOS LTDA | 66feadba-47c8-4555-bb22-b7bf20f14909,31172740000139,BLISS PAGAMENTOS LTDA
Pagsmile Intermediacao e Agenciamento de Negocios Ltda | eba05d55-8f5b-433a-858d-a6a526eb23a4,23010551000131,Pagsmile Intermediacao e Agenciamento de Negocios Ltda
BLISS PAGAMENTOS LTDA | 0733d651-17af-4218-a2e1-d534b5d2665b,31172740000139,BLISS PAGAMENTOS LTDA
BLISS PAGAMENTOS LTDA | 9f5dbece-039e-4e93-b0e5-d7ef3458c012,31172740000139,BLISS PAGAMENTOS LTDA
F7 JOGOS LTDA | 39f14d73-e743-470d-a17b-3031dc3a4dce,57972577000182,F7 JOGOS LTDA
HKPPAY PAGAMENTOS E COBRANCAS LTDA | ebbc7b9e-758a-4e73-8d02-952db58fda39,55527975000164,HKPPAY PAGAMENTOS E COBRANCAS LTDA
ROCKET PAGO LTDA | 56449c76-50c8-4f96-99d4-85325c536beb,57252890000146,ROCKET PAGO LTDA
AK FINTECH SOLUTIONS LTDA | b5de596c-3ba2-4fe3-8711-5860ced2dee6,55781283000148,AK FINTECH SOLUTIONS LTDA
ALL BETS | 5e7c7dcb-d859-4df0-ba56-b832c510b921,93138451001223,ALL BETS
ALL BETS | 5d00aedb-0aa6-458f-b063-71466d98e59d,93138451001223,ALL BETS
Wudi pay Correspondente de Instituicao Financeira Ltda | 43b3d194-7b5d-4d9c-98c9-fba039f1c85b,18490448000104,Wudi pay Correspondente de Instituicao Financeira Ltda
PEACH BLOSSOM PROCESSADORA DE PAGAMENTOS LTDA | ba248757-f7a1-4e95-945a-b5ecb07b274f,56934811000114,PEACH BLOSSOM PROCESSADORA DE PAGAMENTOS LTDA
Onekey Payments Instituicao de Pagamento SA | 35210410000141,35210410000141,Onekey Payments Instituicao de Pagamento SA
REALS BRASIL LTDA | 185796bc-87e0-49f4-8ab2-95413c1ae31a,56197912000150,REALS BRASIL LTDA
WE PAY OUT INSTITUICAO DE PAGAMENTO LTDA. | 657b4112-0252-4fae-b414-f32c16bbf8a3,32708748000130,WE PAY OUT INSTITUICAO DE PAGAMENTO LTDA.
Connex serviços de processamento ltda | b32fb720-67a1-4518-8318-ec360f4b6648,68990019000166,Connex serviços de processamento ltda
H2 LICENSED LTDA | 4ce4ee5a-2dbb-4e1b-854d-53ba0ff265ca,56303755000110,H2 LICENSED LTDA
Pagsmile Intermediação e Agenciamento de Negocios Ltda | 69b0c225-c678-45b3-b83d-24e824d1535b,23010551000131,Pagsmile Intermediação e Agenciamento de Negocios Ltda
FORTUNA PAY CONSULTORIA FINANCEIRA LTDA | 3b760ea0-476a-49c1-aa80-3b1ea6c60d72,53731130000160,FORTUNA PAY CONSULTORIA FINANCEIRA LTDA
AK FINTECH SOLUTIONS LTDA | e1fbf2d1-b85e-4f56-b771-d2d07acc5043,55781283000148,AK FINTECH SOLUTIONS LTDA
B3T4 INTERNATIONAL GROUP LTDA | 2c15097c-704f-449b-822a-6dfff6f2b0b7,56706644000154,B3T4 INTERNATIONAL GROUP LTDA
DANIEL BARBOSA TORRICELLI | 30726529000158,30726529000158,DANIEL BARBOSA TORRICELLI
ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA | b90261ff-efa2-4e23-a2f2-2e1520a2ecd5,22443203000195,ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | d29325be-84f6-49d0-a8d3-b7074c430b1d,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
Starpayment Instituicao de Pagamento LTDA | 12fed4d9-c016-4c5c-b4fc-4e4f4775872c,53498620000169,Starpayment Instituicao de Pagamento LTDA
Zro Instituição de Pagamento S.A. | 9c7af529-1086-4330-9be6-f1f5b683b2ba,26264220000116,Zro Instituição de Pagamento S.A.
F7 JOGOS LTDA | 0ed495d9-59ad-4aca-b8fb-9301a5cf61d3,57972577000182,F7 JOGOS LTDA
ESTRELABET | 52639845000125,52639845000125,ESTRELABET
PAY BROKERS eFX FACILITADORA D | 34841787000136,34841787000136,PAY BROKERS eFX FACILITADORA D
ALL BETS | cd60fbef-1baa-4ee4-ad80-97ed6a01519d,93138451000170,ALL BETS
ALL BETS APOSTAS ESPORTIVAS LTDA | 58c4e1ab-e379-4ac0-92f6-63649d4372c9,93138451000170,ALL BETS APOSTAS ESPORTIVAS LTDA
ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA | 300ef494-f9c9-4ba9-8a19-702c6cbd85f1,22443203000195,ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA
ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA | 8e1f29b0-fdec-4dd5-9fe8-f74399ae61cd,22443203000195,ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA
okto pagamentos s.a. | 8897562d-4ca6-4ada-badb-e23f2f88219f,44783669000172,okto pagamentos s.a.
HS DO BRASIL LTDA | 323b13e1-6a8c-4355-a966-e4d28630692a,47123407000170,HS DO BRASIL LTDA
FOGGO ENTERTAINMENT LTDA | 56431248000161,56431248000161,FOGGO ENTERTAINMENT LTDA
AK FINTECH SOLUTIONS LTDA | 4d47fb58-299d-42d4-9352-b331aafadf55,55781283000148,AK FINTECH SOLUTIONS LTDA
ROCKET PAGO LTDA | fa1d87e4-aaed-46b6-9011-4c48a3fcd1d8,57252890000146,ROCKET PAGO LTDA
LUCKY GAMING LTDA | 98aa83b8-c9e2-40d5-b3e3-48c157e6f85c,56212040000151,LUCKY GAMING LTDA
WEpayments | 305f97be-9276-4858-87ec-9a2c4a03e633,32708748000130,WEpayments
gold.payment.hk | 56349116000195,56349116000195,gold.payment.hk
POWERFULL TECNOLOGIA LTDA | 7bdee733-fa32-41ad-afde-febbf0c5f370,49440778000100,POWERFULL TECNOLOGIA LTDA
GAMEWIZ | 6c95b3c6-c59d-4b07-8103-0bfcd35d4359,56195099000189,GAMEWIZ
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | fae56e2a-0b6c-48c8-ad74-0a98c05cd1b1,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
SECURE LINK LTDA | c40b30f6-9212-46b3-8739-05577451b005,53733396000142,SECURE LINK LTDA
a.pagamento de premio - logame | 56349116000195,56349116000195,a.pagamento de premio - logame
BLISS PAGAMENTOS LTDA | 7f27e929-29aa-454a-aaa5-e8702b88ea61,31172740000139,BLISS PAGAMENTOS LTDA
ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA | 2eddd893-8792-4b42-b0d3-1dcaaafb911c,22443203000195,ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA
SERVICOS E INTERMEDIACOES PAAG LTDA | 28680f7e-7643-4e54-979c-0db9afbe0796,41388405000126,SERVICOS E INTERMEDIACOES PAAG LTDA
PIXTOPAY SOLUCOES DE PAGAMENTOS SA | 48278458000133,48278458000133,PIXTOPAY SOLUCOES DE PAGAMENTOS SA
PAGGUE | d9c915ee-b417-4214-905d-7506c36d916a,29639420000102,PAGGUE
BLISS PAGAMENTOS LTDA | e871d357-8eff-447f-9210-201878fdcb0d,31172740000139,BLISS PAGAMENTOS LTDA
ALL BETS APOSTAS ESPORTIVAS LTDA | 05c9dce5-2a30-480d-8672-86289670f920,93138451000170,ALL BETS APOSTAS ESPORTIVAS LTDA
PAY BROKERS EFX FACILITADORA DE PAGAMENTOS S.A. | b9315f64-1597-4a7e-9333-57ea4a3cefbc,34841787000136,PAY BROKERS EFX FACILITADORA DE PAGAMENTOS S.A.
ZALS TRANSFER GAMES E PARTICIPACOES | 2a699b76-29dd-4d1a-9e3c-79d42c884b6f,49463420000101,ZALS TRANSFER GAMES E PARTICIPACOES
Baytech | cd0b1481-73ea-4f9b-8f5b-448ab45a4495,31823471000123,Baytech
PIXCRED SOCIEDADE DE CREDITO DIRETO S.A. | 5a960a45-b1ba-4302-94b9-22eaa4450b60,42510062000193,PIXCRED SOCIEDADE DE CREDITO DIRETO S.A.
RR PARTICIPACOES E INTERMEDIACOES DE NEGOCIOS SA | ae0536ab-4792-422a-9cb0-6320b840ded4,23159703000162,RR PARTICIPACOES E INTERMEDIACOES DE NEGOCIOS SA
BLISS PAGAMENTOS LTDA | cd98945d-124e-4f61-ae97-06834b30dd1c,31172740000139,BLISS PAGAMENTOS LTDA
MAXIMUS INTERMEDIAÇÃO E NEGÓCIOS LTDA | dd868b4f-cf47-4b0c-a013-0c58be6446e1,46574494000119,MAXIMUS INTERMEDIAÇÃO E NEGÓCIOS LTDA
Anspace Intermediacao e Agenciamento de Negocios LTDA | 22443203000276,22443203000276,Anspace Intermediacao e Agenciamento de Negocios LTDA
Starspay EFX Facilitadora de Servicos Financeiros LTDA | 16944045000154,16944045000154,Starspay EFX Facilitadora de Servicos Financeiros LTDA
Pixbet | f283646e-b27f-4f0f-9ee6-24109ea3cdc2,40633348000130,Pixbet
BLISS PAGAMENTOS LTDA | 6c4ac170-d7e8-42e7-a1b2-c9159ef5c5fe,31172740000139,BLISS PAGAMENTOS LTDA
ROCKET PAGO LTDA | 522b27a7-7e6f-4e13-95c7-4a83e5141eee,57252890000146,ROCKET PAGO LTDA
CLEARPLAY SOLUCOES EM PAGAMENTOS LTDA | clearplaypix1@gmail.com,53784317000122,CLEARPLAY SOLUCOES EM PAGAMENTOS LTDA
BETBR LOTERIAS LTDA | ee03cf80-566d-42ff-ae7c-95dba81cc82c,55881028000177,BETBR LOTERIAS LTDA
OKP Boabet | a89d8800-c614-44e3-bcee-9911355d6a64,35210410000141,OKP Boabet
FAST GAMING S A | 2cae8a0c-385e-424f-a656-4e285009e3c3,55980542000160,FAST GAMING S A
BETBET SOLUCOES TECNOLOGICAS SA | e76e22cb-99c1-473d-8717-380d1a5ea41e,53274124000121,BETBET SOLUCOES TECNOLOGICAS SA
pixs cobranca e servicos em tecnologia s.a | 255cbd3c-f42a-4355-9f37-fbbe9a48f40f,40953545000137,pixs cobranca e servicos em tecnologia s.a
Shoprms Tecnologia e Servicos Ltda | 45707166000180,45707166000180,Shoprms Tecnologia e Servicos Ltda
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | fb3d72fc-53ee-4342-a245-ec6e12215bd1,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
BETESPORTE APOSTAS ON LINE LTDA | ca11aeff-0339-4740-a4a5-b3d32f8956a0,56295104000125,BETESPORTE APOSTAS ON LINE LTDA
Vargas Tecnologia e Vendas Online LTDA | 076c911a-bd1b-45bb-acaf-0da1a1ddc721,4721736000100,Vargas Tecnologia e Vendas Online LTDA
APOSTA 1 LTDA | 51cffb42-3ae6-4834-84b1-8728f5cef8b3,55258645000110,APOSTA 1 LTDA
YE PAY SERVICOS FINANCEIROS LTDA | 57020169000120,57020169000120,YE PAY SERVICOS FINANCEIROS LTDA
BRJ MACHINE ENTRETENIMENTOS LTDA | b28d0ec9-2e9d-475f-9406-586587d87101,46420289000107,BRJ MACHINE ENTRETENIMENTOS LTDA
APOSTA 1 LTDA | 25aff3dd-1fa2-4b75-93c9-99a58967aa00,55258645000110,APOSTA 1 LTDA
Pay2m Pagamentos | 50226014000104,50226014000104,Pay2m Pagamentos
okto pagamentos s.a. | 190e990d-b680-4e46-ac02-e1ef32bee08d,44783669000172,okto pagamentos s.a.
WORLD SPORTS TECHNOLOGY DOO BRASIL S..A. | 50ac5256-ea10-4051-92cf-52848805b37d,55822818000181,WORLD SPORTS TECHNOLOGY DOO BRASIL S..A.
M C R T3 INVESTIMENTO LTDA | 31fbfe85-6f72-4944-a6a9-23466c31e122,58321844000114,M C R T3 INVESTIMENTO LTDA
ALL BETS | 2a8e0999-ad04-4a3a-90fb-1badeb413214,93138451000170,ALL BETS
Aposta 1 LTDA | 55258645000110,55258645000110,Aposta 1 LTDA
LOGAME DO BRASIL LTDA | 19aa9a4f-dc15-4756-ae3c-b94556a13cc2,56349116000195,LOGAME DO BRASIL LTDA
WE PAY OUT SERVICOS DE PAGAMENTOS LTDA | 657b4112-0252-4fae-b414-f32c16bbf8a3,32708748000130,WE PAY OUT SERVICOS DE PAGAMENTOS LTDA
ZELU BRASIL FACILITADORA DE PAGAMENTOS LTDA | f94cc93d-9213-4f13-bece-7a239a79a0a8,44785809000141,ZELU BRASIL FACILITADORA DE PAGAMENTOS LTDA
Okto Pagamentos S.A. | 0a09f4df-3ba1-475f-a589-0e0fe9b3c5a1,44783669000172,Okto Pagamentos S.A.
IN2BET - NUMERO P N.V. | 22443203000195,22443203000195,IN2BET - NUMERO P N.V.
Okto Pagamentos S.A. | db5487aa-d8a8-44f7-b3c3-417874f37231,44783669000172,Okto Pagamentos S.A.
pixs cobranca e servicos em tecnologia s.a | cf3fb130-96bc-4cca-bae4-370173850257,40953545000137,pixs cobranca e servicos em tecnologia s.a
JONBET | 94471544-4e07-442f-b516-34cfb84c15bf,56431248000161,JONBET
PODIUM A E KM LTDA | 28479510000102,28479510000102,PODIUM A E KM LTDA
PAY BROKERS EFX FACILITADORA DE PAGAMENTOS S.A. | 34841787000993,34841787000993,PAY BROKERS EFX FACILITADORA DE PAGAMENTOS S.A.
F12 GAMING NV | 26264220000116,26264220000116,F12 GAMING NV
Casa de apostas Formosa | 52130669000100,52130669000100,Casa de apostas Formosa
SKILL ON NET LTDA | 55927219000122,55927219000122,SKILL ON NET LTDA
LUCKY GAMING LTDA | 56212040000151,56212040000151,LUCKY GAMING LTDA
Pinhenhon 2.0 | 44341088000180,44341088000180,Pinhenhon 2.0
PAULO R LEMOS E CIA LTDA FILIAL FLORIPA | e9e1cfdf-7e3d-48ed-a0a2-40ab982b9fee,93138451001223,PAULO R LEMOS E CIA LTDA FILIAL FLORIPA
WK NEGOCIOS E FINAN | 53119963000175,53119963000175,WK NEGOCIOS E FINAN
Casa de Apostas Formosa Ltda | ea12dab2-3553-44c3-9cb3-1640e621db16,52130669000100,Casa de Apostas Formosa Ltda
PAY RETAILERS BR SERVICOS DE PAGAMENTOS LTDA | 6924ecba-dae0-454b-8a3b-fff4e4062bf3,32364718000153,PAY RETAILERS BR SERVICOS DE PAGAMENTOS LTDA
GOLDEN PIG TECNOLOGIA LTDA | 5fc3acca-2275-404a-9222-159a3a6152e9,57483876000153,GOLDEN PIG TECNOLOGIA LTDA
VACANO FACILITADORA DE PAGAMENTOS LTDA | 0566cf9a-42ab-4589-b9e2-a4f58ecc2681,39268650000158,VACANO FACILITADORA DE PAGAMENTOS LTDA
IN2BET - NUMERO P N.V. | 22443203000276,22443203000276,IN2BET - NUMERO P N.V.
LCT PAGAMENTOS E SERVICOS LTDA | 7b146c4e-caaf-4a68-ac7b-beb0fec7f028,31023573000164,LCT PAGAMENTOS E SERVICOS LTDA
okto tech ltda. | f3e2b463-6e8d-461b-8045-c22b607414cb,51583189000123,okto tech ltda.
SONGLEI LIU (Sorte777) | 22443203000276,22443203000276,SONGLEI LIU (Sorte777)
MUSICFULL CURSOS LTDA | 50fd98bd-b971-4efb-9b41-534b8346a9b7,37456039000128,MUSICFULL CURSOS LTDA
PAGSMILE INTERMEDIACAO E AGENC DE NEGOC | pixbradesco@pagsmile.com,23010551000131,PAGSMILE INTERMEDIACAO E AGENC DE NEGOC
GANHABET - SUPERBET88 INTERNATIONAL N.V. | 22443203000195,22443203000195,GANHABET - SUPERBET88 INTERNATIONAL N.V.
liderbet.com.br | 56349116000195,56349116000195,liderbet.com.br
SAMBABET - SUPERSTARS ENTERTAINMENT B.V. | 22443203000195,22443203000195,SAMBABET - SUPERSTARS ENTERTAINMENT B.V.
FLABET - DECOLA OPERATIONS | 22443203000195,22443203000195,FLABET - DECOLA OPERATIONS
Gamewiz | 327a42cb-6924-47ee-b7d4-77a09e1b5c8f,56195099000189,Gamewiz
PAULO R LEMOS E CIA LTDA | 93138451000170,93138451000170,PAULO R LEMOS E CIA LTDA
EZZEPAY INSTITUICAO DE PAGAMENTO LTDA | 54276162-1014-4efe-a77d-87377172dda4,37743906000106,EZZEPAY INSTITUICAO DE PAGAMENTO LTDA
HUB GAMING | cc59ebd7-1c8b-40db-8d65-8d1d91c214f8,57664438000191,HUB GAMING
LATIN PAY LTDA | b76fb2e2-4f92-4c74-a703-f2a8432b9a77,45927565000157,LATIN PAY LTDA
LUCK GAME LTDA | 50802d17-0f0f-4397-b544-3f1b01ac716f,57428376000119,LUCK GAME LTDA
PAY2FREE SOLUCOES EM SISTEMAS | b395ef1f-32a5-4bf7-b075-cb3ad5981785,44478318000158,PAY2FREE SOLUCOES EM SISTEMAS
LA PAGO LTDA | 613b3e7d-2dc6-4ad1-a800-907ddc0c498e,55869831000196,LA PAGO LTDA
ON GAMES DIVERSOES E ENTRETENIMENTO LTDA | be23d1d8-92e0-4ac9-b260-5dbc4387d923,55188102000174,ON GAMES DIVERSOES E ENTRETENIMENTO LTDA
RIOPAG SA | diretoria@pixscobranca.com.br,40953545000137,RIOPAG SA
OKP Entain | 97100758-d9ee-4bd3-bec2-72dd0e1cb34b,35210410000141,OKP Entain
BLISS PAGAMENTOS LTDA | 5c004f26-5317-49df-b730-99dd41faa144,31172740000139,BLISS PAGAMENTOS LTDA
ALL BETS | 93138451000170,93138451000170,ALL BETS
ALL BETS | 396c2395-bf4c-489d-bae4-819b552c9d13,93138451000170,ALL BETS
BLISS PAGAMENTOS LTDA | 21cef4c3-f0a3-4014-a589-d1ceddc28792,31172740000139,BLISS PAGAMENTOS LTDA
BLISS PAGAMENTOS LTDA | 33b34000-e475-4312-977c-86b215ac065a,31172740000139,BLISS PAGAMENTOS LTDA
BLISS PAGAMENTOS LTDA | 36cefa7c-f695-4d67-bc34-98b304b3d275,31172740000139,BLISS PAGAMENTOS LTDA
BLISS PAGAMENTOS LTDA | 473a4509-6cca-4b87-8b39-79184bfc5c84,31172740000139,BLISS PAGAMENTOS LTDA
BLISS PAGAMENTOS LTDA | 700e6670-7c6f-4f32-8186-1570caef0932,31172740000139,BLISS PAGAMENTOS LTDA
BLISS PAGAMENTOS LTDA | a9181e56-e127-478c-87dd-e0796b6ff138,31172740000139,BLISS PAGAMENTOS LTDA
BLISS PAGAMENTOS LTDA | db955a04-b671-47ae-8522-21dd0574b101,31172740000139,BLISS PAGAMENTOS LTDA
BLISS PAGAMENTOS LTDA | ee0dbcf1-4ba0-4c52-a17b-1886beb35d31,31172740000139,BLISS PAGAMENTOS LTDA
SIMPLES GAMES DIVERSOES E ENTRETENIMENTO LTDA | df39974a-a820-42e4-b5bd-a6a2a7a55de9,50924239000126,SIMPLES GAMES DIVERSOES E ENTRETENIMENTO LTDA
SIMPLES PAY MEIOS PAGAMENTO LTDA | 8060b810-2bde-4dbc-82e5-c2afab647fd4,50788431000132,SIMPLES PAY MEIOS PAGAMENTO LTDA
SOFFTPAY FINANCAS LTDA | b37febf0-0e60-42a5-b9ef-e7a85f4977fc,56906952000123,SOFFTPAY FINANCAS LTDA
Zamo Pago Ltda                                     | d5fa301f-8082-4389-890d-5e3a9ca65014,55863405000145,Zamo Pago Ltda
F7 JOGOS LTDA | 9b6decb0-bd97-437f-96fc-a9c6c25952c8,57972577000182,F7 JOGOS LTDA
PAGSMILE | 23010551000131,23010551000131,PAGSMILE
APOSTA 1 LTDA | 55258645000110,55258645000110,APOSTA 1 LTDA
BLOW MARKETPLACE LTDA | 67c9877d-11e8-40f8-a378-6e33408b131b,37486405000191,BLOW MARKETPLACE LTDA
PAULO R LEMOS E CIA LTDA | 9cfc89c7-7e6d-42fc-8f3b-f3244c3bc42b,93138451000170,PAULO R LEMOS E CIA LTDA
NVBT GAMING LTDA | b36f2a5c-bde5-4b80-b116-15d40538a190,50587712000127,NVBT GAMING LTDA
NSX BRASIL S.A. | e9824021-716a-488d-9f80-6b581962f695,55056104000100,NSX BRASIL S.A.
APOLLO OPERATIONS LTDA | 54923003000126,54923003000126,APOLLO OPERATIONS LTDA
F7 JOGOS LTDA | e88bbba7-caad-42cb-a8b5-7064d867b6f1,57972577000182,F7 JOGOS LTDA
Confi Pay | 4f5dac18-107b-4469-bcd8-02fd2ac5bc3b,51094796000120,Confi Pay
F7 JOGOS LTDA | 26d56ce0-7ef3-4fe8-bd88-14d392efbe41,57972577000182,F7 JOGOS LTDA
HKPPAY PAGAMENTOS E COBRANCAS LTDA | 292e95d3-e608-42e0-a5a0-3748e6274701,55527975000164,HKPPAY PAGAMENTOS E COBRANCAS LTDA
ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA | f8d48a7e-0533-4dfa-97f0-c8df52dce4cc,22443203000195,ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA
We Pay Out Instituicao de Pagamento Ltda           | a66775cb-8ed0-4622-af58-acdb78ffa8d6,32708748000130,We Pay Out Instituicao de Pagamento Ltda
Localpay Do Brasil Serviços de Pagamentos Ltda | +5548996707219,32364718000153,Localpay Do Brasil Serviços de Pagamentos Ltda
broker01 | b5f16994-6766-4e10-913c-b4ef9017bc58,52834886000172,broker01
PLAYFLOW PROCESSADORA DE PAGAMENTOS LTDA | 55898539000100,55898539000100,PLAYFLOW PROCESSADORA DE PAGAMENTOS LTDA
HKP PAY PAGAMENTOS LTDA | 2d4ec4c4-fe9f-4f1d-97ba-a448aeb6e376,52648605000197,HKP PAY PAGAMENTOS LTDA
LA PAGO LTDA | 07707134-6d90-43ea-b3ac-3ac1f5a100cf,55869831000196,LA PAGO LTDA
PEACH BLOSSOM RIVER TECHNOLOGY | a9cd821c-547f-456c-9b4f-86383e4029f2,55528164000188,PEACH BLOSSOM RIVER TECHNOLOGY
gold.hk.cash | 56349116000195,56349116000195,gold.hk.cash
FOREST PAY LTDA | a0461783-b318-4f7a-a4cc-fe1afc11cb4f,53341159000136,FOREST PAY LTDA
LATIN PAY LTDA | 53b00dae-6d91-4a19-8e74-d31cd86c7bca,45927565000157,LATIN PAY LTDA
OPP SERVICOS FINANCEIROS E COBRANCAS | c9213c2a-f3b6-48ab-b38f-3366ec28b400,16944045000154,OPP SERVICOS FINANCEIROS E COBRANCAS
SECURELINK CONSULTORIA FINANCEIRA LTDA | 520d22e1-4852-42f3-8a4f-04f7ea7f4e69,53733396000142,SECURELINK CONSULTORIA FINANCEIRA LTDA
F7 JOGOS LTDA | 57972577000182,57972577000182,F7 JOGOS LTDA
RMT INVEST E TECNOLOGIA LTDA | b767ae03-c9b3-4a8f-8653-257bec5bacdf,57370980000131,RMT INVEST E TECNOLOGIA LTDA
EOS PAY MARKETING E NEGOCIOS LTDA | 52505718000133,52505718000133,EOS PAY MARKETING E NEGOCIOS LTDA
Vacano Facilitadora de Pagamentos Ltda.            | 04d6c2cc-8ff7-44c2-b05a-6f7a3c8b89f0,39268650000158,Vacano Facilitadora de Pagamentos Ltda.
HKPPAY PAGAMENTOS E COBRANCAS LTDA | 03526788-c51c-4204-bd34-d8b8bd3ac6ee,55527975000164,HKPPAY PAGAMENTOS E COBRANCAS LTDA
BETVIP - DECOLA OPERATIONS | 22443203000195,22443203000195,BETVIP - DECOLA OPERATIONS
Pagsmile | 23010551000131,23010551000131,Pagsmile
SIMPLES GAMES DIVERSOES E ENTRETENIMENTO LTDA | 50924239000126,50924239000126,SIMPLES GAMES DIVERSOES E ENTRETENIMENTO LTDA
STARPAYMENT INSTITUICAO DE PAGAMENTO LTDA | 53498620000169,53498620000169,STARPAYMENT INSTITUICAO DE PAGAMENTO LTDA
BLISS PAGAMENTOS LTDA | 0f441d87-51ac-479e-a1ec-37b8d1523125,31172740000139,BLISS PAGAMENTOS LTDA
HKPPAY PAGAMENTOS E COBRANCAS LTDA | dce10019-b2bf-4b00-bc9c-374dd87a3071,55527975000164,HKPPAY PAGAMENTOS E COBRANCAS LTDA
LOGAME DO BRASIL LTDA | bc71738a-b2e6-46be-b4e6-9cdd945c36c0,56349116000195,LOGAME DO BRASIL LTDA
F7 JOGOS LTDA | 23b3117a-8e87-4531-83ca-c96009685933,57972577000182,F7 JOGOS LTDA
VACANO FACILITADORA DE PAGAMENTOS LTDA | d21ad420-9caa-4654-b3bb-a8171ed6aa2e,39268650000158,VACANO FACILITADORA DE PAGAMENTOS LTDA
F7 JOGOS LTDA | 7d6f1be5-0818-4052-ad73-03ca9d3c0ddb,57972577000182,F7 JOGOS LTDA
SABIA ADMINISTRACAO LTDA | 3abf722d-61f4-4493-9489-647d3327c078,4426418000116,SABIA ADMINISTRACAO LTDA
ANA GAMING BRASIL | 55933850000134,55933850000134,ANA GAMING BRASIL
CLEARPAY SOLUCOES FINANCEIRAS LTDA | 69aadc5f-5bbf-4539-9697-7b05ee68e941,56907517000113,CLEARPAY SOLUCOES FINANCEIRAS LTDA
BBN PAY LTDA | 55977537000106,55977537000106,BBN PAY LTDA
Okto Pagamentos S.A. | fd351da3-6caf-41bf-9fb9-52deff0bb538,44783669000172,Okto Pagamentos S.A.
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | ee591bc5-3411-4bf5-946f-04f74dc2d6d7,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
GAMEWIZ | c9f851b5-28f4-4997-a23c-e0bf09240755,56195099000189,GAMEWIZ
Citabank Participacoes ltda | 2f07a17a-ce97-454d-8ea9-e078f0cb3b0e,53873648000139,Citabank Participacoes ltda
UPBET BRASIL LTDA | 050755dc-c670-47d7-bd58-4933dd75d6cc,56236761000100,UPBET BRASIL LTDA
